"Billing Info","Billing Info"
"Billing Information","Billing Information"
"Billing Information - %1","Billing Information - %1"
"Billing Last Name","Billing Last Name"
"Billing Lastname","Billing Lastname"
"Billing ZIP Code","Billing ZIP Code"
"Black","Black"
"Block","Block"
"Block Information","Block Information"
"Block Title","Block Title"
"Block after Info Column","Block after Info Column"
"Block disabled","Block disabled"
"Block with ID: %s doesn't exist","Block with ID: %s doesn't exist"
"Block with id %1 does not exist.","Block with id %1 does not exist."
"Blocks","Blocks"
"Blocks HTML output","Blocks HTML output"
"Blue","Blue"
"Bonus for first ACH Use","Bonus for first ACH Use"
"Bookmark with id ""%1"" does not exist.","Bookmark with id ""%1"" does not exist."
"Books, Music and Magazines","Books, Music and Magazines"
"Border","Border"
"Border Color","Border Color"
"Border Radius","Border Radius"
"Border Width","Border Width"
"Both (without and with tax)","Both (without and with tax)"
"Bottom Aligned","Bottom Aligned"
"Bottom/Left","Bottom/Left"
"Bottom/Right","Bottom/Right"
"Brazil Installment Period","Brazil Installment Period"
"Browse Files","Browse Files"
"Browse Files...","Browse Files..."
"Browse to find or drag image here","Browse to find or drag image here"
"Browser Capabilities Detection","Browser Capabilities Detection"
"Bucket does not exist","Bucket does not exist"
"Built-in Cache","Built-in Cache"
"Bulk Actions","Bulk Actions"
"Bulk Actions Log","Bulk Actions Log"
"Bulk Images &amp; Price","Bulk Images &amp; Price"
"Bulk Inventory Transfer","Bulk Inventory Transfer"
"Bulk operation","Bulk operation"
"Bulk operation was successful: %count assignments.","Bulk operation was successful: %count assignments."
"Bulk operation was successful: %count inventory transfers.","Bulk operation was successful: %count inventory transfers."
"Bulk operation was successful: %count unassignments.","Bulk operation was successful: %count unassignments."
"Bulk source assignment","Bulk source assignment"
"Bulk source unassignment","Bulk source unassignment"
"Bundle Items","Bundle Items"
"Bundle product could not contain another composite product","Bundle product could not contain another composite product"
"Bundle product itself","Bundle product itself"
"Bundle product options","Bundle product options"
"Business Intelligence","Business Intelligence"
"Button","Button"
"Button Item","Button Item"
"Button Link","Button Link"
"Button Style","Button Style"
"Button Text","Button Text"
"Button Type","Button Type"
"Buttons","Buttons"
"Buttons Group","Buttons Group"
"Buttons to show","Buttons to show"
"Buy %1 for %2 each","Buy %1 for %2 each"
"Buy %1 for %2 each and","Buy %1 for %2 each and"
"Buy %1 for %2 each and <strong class=""benefit"">save<span class=""percent tier-%3"">&nbsp;%4</span>%</strong>","Buy %1 for %2 each and <strong class=""benefit"">save<span class=""percent tier-%3"">&nbsp;%4</span>%</strong>"
"Buy %1 for price %2","Buy %1 for price %2"
"Buy %1 for: ","Buy %1 for: "
"Buy %1 with %2 discount each","Buy %1 with %2 discount each"
"Buy Now","Buy Now"
"Buy X get Y free (discount amount is Y)","Buy X get Y free (discount amount is Y)"
"Buy now with PayPal","Buy now with PayPal"
"Buyer Country","Buyer Country"
"Buyer Credit Payment","Buyer Credit Payment"
"Buyer claims that a possible duplicate payment was made to the merchant.","Buyer claims that a possible duplicate payment was made to the merchant."
"Buyer claims that he did not receive goods or service.","Buyer claims that he did not receive goods or service."
"Buyer claims that he/she did not authorize transaction.","Buyer claims that he/she did not authorize transaction."
"Buyer claims that the goods or service received differ from merchant’s description of the goods or service.","Buyer claims that the goods or service received differ from merchant’s description of the goods or service."
"Buyer claims that the received merchandise is unsatisfactory, defective, or damaged.","Buyer claims that the received merchandise is unsatisfactory, defective, or damaged."
"Buyer's Tax ID","Buyer's Tax ID"
"Buyer's Tax ID Type","Buyer's Tax ID Type"
"By Customers","By Customers"
"By Email","By Email"
"By Fixed value","By Fixed value"
"By IP","By IP"
"By IP and Email","By IP and Email"
"By Percentage","By Percentage"
"By Products","By Products"
"By default it is ""reports.paypal.com"".","By default it is ""reports.paypal.com""."
"CAPTCHA","CAPTCHA"
"CAPTCHA Timeout (minutes)","CAPTCHA Timeout (minutes)"
"CAPTCHA for ""Create user"" and ""Forgot password"" forms is always enabled if chosen.","CAPTCHA for ""Create user"" and ""Forgot password"" forms is always enabled if chosen."
"CMS","CMS"
"CMS Block with id ""%1"" does not exist.","CMS Block with id ""%1"" does not exist."
"CMS Home Page","CMS Home Page"
"CMS No Cookies Page","CMS No Cookies Page"
"CMS No Route Page","CMS No Route Page"
"CMS Page","CMS Page"
"CMS Page Link","CMS Page Link"
"CMS Page Link Block Template","CMS Page Link Block Template"
"CMS Page Link Inline Template","CMS Page Link Inline Template"
"CMS Page with id ""%1"" does not exist.","CMS Page with id ""%1"" does not exist."
"CMS Pages Options","CMS Pages Options"
"CMS Static Block","CMS Static Block"
"CMS Static Block Default Template","CMS Static Block Default Template"
"CMS page:","CMS page:"
"CNPJ","CNPJ"
"CPF","CPF"
"CSS Classes","CSS Classes"
"CSS Editor","CSS Editor"
"CSS Settings","CSS Settings"
"CSS inlining error:","CSS inlining error:"
"CSV","CSV"
"CVV Entry is Editable","CVV Entry is Editable"
"CVV and AVS Settings","CVV and AVS Settings"
"CVV2 Check Result by PayPal","CVV2 Check Result by PayPal"
"Cache Control","Cache Control"
"Cache Lifetime (Seconds)","Cache Lifetime (Seconds)"
"Cache Management","Cache Management"
"Cache Storage Management","Cache Storage Management"
"Cache Type","Cache Type"
"Caching Application","Caching Application"
"Calculate Handling Fee","Calculate Handling Fee"
"Calculate Off Subtotal Only","Calculate Off Subtotal Only"
"Calculation Settings","Calculation Settings"
"Callback URL","Callback URL"
"Can be used only with catalog input type Dropdown, Multiple Select and Price","Can be used only with catalog input type Dropdown, Multiple Select and Price"
"Can be used only with catalog input type Dropdown, Multiple Select and Price.","Can be used only with catalog input type Dropdown, Multiple Select and Price."
"Can not delete link related to Default Source or Default Stock","Can not delete link related to Default Source or Default Stock"
"Can not find Pickup Location with code %1 for %2 Sales Channel ""%3"".","Can not find Pickup Location with code %1 for %2 Sales Channel ""%3""."
"Can not find product link with id ""%1""","Can not find product link with id ""%1"""
"Can not resolve Sales Channel for Website with id %1.","Can not resolve Sales Channel for Website with id %1."
"Can not save empty config","Can not save empty config"
"Can not save link related to Default Source or Default Stock","Can not save link related to Default Source or Default Stock"
"Can't acquire coupon.","Can't acquire coupon."
"Can't check requested quantity for products without Source Items support.","Can't check requested quantity for products without Source Items support."
"Can't create PayPal order. Please try again.","Can't create PayPal order. Please try again."
"Can't delete root category.","Can't delete root category."
"Can't get information about the picture: %1","Can't get information about the picture: %1"
"Can't initialize checkout. Please try again.","Can't initialize checkout. Please try again."
"Can't load snapshot archive","Can't load snapshot archive"
"Can't save description %1","Can't save description %1"
"Can't unhold order.","Can't unhold order."
"Can't update quote. Please try again.","Can't update quote. Please try again."
"Can't update shipping method. Please try again.","Can't update shipping method. Please try again."
"Can't update wish list","Can't update wish list"
"Cancel","Cancel"
"Cancel Coupon","Cancel Coupon"
"Cancel coupon","Cancel coupon"
"Canceled","Canceled"
"Canceled order offline","Canceled order offline"
"Canceled order online","Canceled order online"
"Cancelled","Cancelled"
"Cannot add new comment.","Cannot add new comment."
"Cannot add tracking number.","Cannot add tracking number."
"Cannot assign customer to the given cart. Customer already has active cart.","Cannot assign customer to the given cart. Customer already has active cart."
"Cannot assign customer to the given cart. The cart belongs to different store.","Cannot assign customer to the given cart. The cart belongs to different store."
"Cannot assign customer to the given cart. The cart is not anonymous.","Cannot assign customer to the given cart. The cart is not anonymous."
"Cannot assign customer to the given cart. You don't have permission for this operation.","Cannot assign customer to the given cart. You don't have permission for this operation."
"Cannot connect to server. Please try again later.","Cannot connect to server. Please try again later."
"Cannot convert to access token due to token is not request type","Cannot convert to access token due to token is not request type"
"Cannot create a newsletter subscription.","Cannot create a newsletter subscription."
"Cannot create online refund for Refund to Store Credit.","Cannot create online refund for Refund to Store Credit."
"Cannot create quote","Cannot create quote"
"Cannot create request token because consumer token is not a verifier token","Cannot create request token because consumer token is not a verifier token"
"Cannot create shipment as bundle product ""%1"" has shipment type ""%2"". %3 should be shipped instead.","Cannot create shipment as bundle product ""%1"" has shipment type ""%2"". %3 should be shipped instead."
"Cannot delete attribute.","Cannot delete attribute."
"Cannot delete attributeGroup with id %1","Cannot delete attributeGroup with id %1"
"Cannot delete category with id %1","Cannot delete category with id %1"
"Cannot delete group.","Cannot delete group."
"Cannot delete link with id %1","Cannot delete link with id %1"
"Cannot delete non-empty dir.","Cannot delete non-empty dir."
"Cannot delete option with id %1","Cannot delete option with id %1"
"Cannot delete option with id: %1","Cannot delete option with id: %1"
"Cannot delete sample with id %1","Cannot delete sample with id %1"
"Cannot delete variations from product: %1","Cannot delete variations from product: %1"
"Cannot do shipment for the order separately from invoice.","Cannot do shipment for the order separately from invoice."
"Cannot do shipment for the order.","Cannot do shipment for the order."
"Cannot download country","Cannot download country"
"Cannot edit comment.","Cannot edit comment."
"Cannot edit integrations created via config file.","Cannot edit integrations created via config file."
"Cannot find predefined integration user!","Cannot find predefined integration user!"
"Cannot get access token because consumer token is not a request token","Cannot get access token because consumer token is not a request token"
"Cannot get autoincrement value","Cannot get autoincrement value"
"Cannot get payment URL from Paytrail","Cannot get payment URL from Paytrail"
"Cannot get secure form URL from PayPal","Cannot get secure form URL from PayPal"
"Cannot initialize product","Cannot initialize product"
"Cannot load options for attribute %1","Cannot load options for attribute %1"
"Cannot perform GET operation with store code 'all'","Cannot perform GET operation with store code 'all'"
"Cannot process the item.","Cannot process the item."
"Cannot resize image ""%1"" - original image not found","Cannot resize image ""%1"" - original image not found"
"Cannot resize images - product images not found","Cannot resize images - product images not found"
"Cannot save attribute","Cannot save attribute"
"Cannot save attribute %1","Cannot save attribute %1"
"Cannot save attributeGroup","Cannot save attributeGroup"
"Cannot save comment:\n%1","Cannot save comment:\n%1"
"Cannot save shipment.","Cannot save shipment."
"Cannot save titles","Cannot save titles"
"Cannot save track:\n%1","Cannot save track:\n%1"
"Cannot send shipment information.","Cannot send shipment information."
"Cannot set shipping method. %1","Cannot set shipping method. %1"
"Cannot specify product.","Cannot specify product."
"Cannot switch into given mode ""%1""","Cannot switch into given mode ""%1"""
"Cannot transfer a source on itself","Cannot transfer a source on itself"
"Cannot unassign status from state","Cannot unassign status from state"
"Cannot update Reservation %reservation","Cannot update Reservation %reservation"
"Cannot update item quantity.","Cannot update item quantity."
"Capture","Capture"
"Capture Offline","Capture Offline"
"Capture Online","Capture Online"
"Capture amount exceeds allowable limit.","Capture amount exceeds allowable limit."
"Captured amount of %1 online.","Captured amount of %1 online."
"Card Issuer Is Outside The United States","Card Issuer Is Outside The United States"
"Card Number","Card Number"
"Card Security Code","Card Security Code"
"Card Security Code Does Not Match","Card Security Code Does Not Match"
"Card Verification Number","Card Verification Number"
"Card Verification Number Visual Reference","Card Verification Number Visual Reference"
"Card for subscription changed successfully","Card for subscription changed successfully"
"Card not found","Card not found"
"Card type does not match credit card number.","Card type does not match credit card number."
"Carrier","Carrier"
"Carrier with code: ""%carrier"" don't exists.","Carrier with code: ""%carrier"" don't exists."
"Carrier with such method not found: %1, %2","Carrier with such method not found: %1, %2"
"Carrier/Method","Carrier/Method"
"Carrier:","Carrier:"
"Cart %1 does not contain item %2","Cart %1 does not contain item %2"
"Cart %1 doesn't contain item  %2","Cart %1 doesn't contain item  %2"
"Cart %1 doesn't contain products","Cart %1 doesn't contain products"
"Cart Attribute","Cart Attribute"
"Cart Item Attribute","Cart Item Attribute"
"Cart Page","Cart Page"
"Cart Price Rule","Cart Price Rule"
"Cart Price Rules","Cart Price Rules"
"Cart Subtotal","Cart Subtotal"
"Cart contains virtual product(s) only. Shipping address is not applicable.","Cart contains virtual product(s) only. Shipping address is not applicable."
"Cart contains virtual product(s) only. Shipping method is not applicable.","Cart contains virtual product(s) only. Shipping method is not applicable."
"Carts","Carts"
"Case Sensitive","Case Sensitive"
"Cash On Delivery Payment","Cash On Delivery Payment"
"Catalog","Catalog"
"Catalog Advanced Search","Catalog Advanced Search"
"Catalog Category Link","Catalog Category Link"
"Catalog Category Page","Catalog Category Page"
"Catalog Input Type for Store Owner","Catalog Input Type for Store Owner"
"Catalog New Products List","Catalog New Products List"
"Catalog Price Rule","Catalog Price Rule"
"Catalog Price Scope","Catalog Price Scope"
"Catalog Prices","Catalog Prices"
"Catalog Product Link","Catalog Product Link"
"Catalog Product Page","Catalog Product Page"
"Catalog Product Rule","Catalog Product Rule"
"Catalog Products List","Catalog Products List"
"Catalog Rewrites","Catalog Rewrites"
"Catalog Rule Product","Catalog Rule Product"
"Catalog Search","Catalog Search"
"Catalog Section","Catalog Section"
"Catalog media URL format","Catalog media URL format"
"Catalog rule indexing failed. See details in exception log.","Catalog rule indexing failed. See details in exception log."
"Catalog, Search","Catalog, Search"
"Categories","Categories"
"Categories Options","Categories Options"
"Category","Category"
"Category ""%1"" has not been created.","Category ""%1"" has not been created."
"Category (Children Only)","Category (Children Only)"
"Category (Parent Only)","Category (Parent Only)"
"Category -- Full Width","Category -- Full Width"
"Category Flat Data","Category Flat Data"
"Category Image","Category Image"
"Category Information","Category Information"
"Category Link Block Template","Category Link Block Template"
"Category Link Inline Template","Category Link Inline Template"
"Category Name","Category Name"
"Category Products","Category Products"
"Category Top Navigation","Category Top Navigation"
"Category URL Suffix","Category URL Suffix"
"Category is not available for requested store.","Category is not available for requested store."
"Category with ID: %s doesn't exist","Category with ID: %s doesn't exist"
"Category:","Category:"
"Center","Center"
"Centered","Centered"
"Change","Change"
"Change Billing Address","Change Billing Address"
"Change Email","Change Email"
"Change Email Template","Change Email Template"
"Change Email and Password","Change Email and Password"
"Change Email and Password Template","Change Email and Password Template"
"Change Encryption Key","Change Encryption Key"
"Change Input Type","Change Input Type"
"Change Log","Change Log"
"Change Password","Change Password"
"Change Shipping Address","Change Shipping Address"
"Change Status","Change Status"
"Change indexer mode","Change indexer mode"
"Change status","Change status"
"Changes have been made to this section that have not been saved.","Changes have been made to this section that have not been saved."
"Changes you made to the cart will not be saved.","Changes you made to the cart will not be saved."
"Changing address information will not recalculate shipping, tax or other order amount.","Changing address information will not recalculate shipping, tax or other order amount."
"Changing may affect SEO and cache storage consumption.","Changing may affect SEO and cache storage consumption."
"Changing the Input Type may result in product data loss. Proceed with caution.","Changing the Input Type may result in product data loss. Proceed with caution."
"Charge-off","Charge-off"
"Chargeback","Chargeback"
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Chart is disabled. To enable the chart, click <a href=""%1"">here</a>."
"Check &quot;Remember Me&quot; to access your shopping cart on this computer even if you are not signed in.","Check &quot;Remember Me&quot; to access your shopping cart on this computer even if you are not signed in."
"Check 'Remember Me' to access your shopping cart on this computer even if you are not signed in.","Check 'Remember Me' to access your shopping cart on this computer even if you are not signed in."
"Check / Money Order","Check / Money Order"
"Check Data","Check Data"
"Check Latest Version","Check Latest Version"
"Check Out with Multiple Addresses","Check Out with Multiple Addresses"
"Check here to link an RSS feed to your Wish List.","Check here to link an RSS feed to your Wish List."
"Check items to add to the cart or","Check items to add to the cart or"
"Check out faster","Check out faster"
"Check the status of orders","Check the status of orders"
"Checkbox","Checkbox"
"Checkbox Text","Checkbox Text"
"Checked rows: %1, checked entities: %2, invalid rows: %3, total errors: %4","Checked rows: %1, checked entities: %2, invalid rows: %3, total errors: %4"
"Checkout","Checkout"
"Checkout Account","Checkout Account"
"Checkout Cart Page","Checkout Cart Page"
"Checkout Conditions","Checkout Conditions"
"Checkout Options","Checkout Options"
"Checkout Page","Checkout Page"
"Checkout Payment Step","Checkout Payment Step"
"Checkout Terms and Conditions","Checkout Terms and Conditions"
"Checkout Totals Sort Order","Checkout Totals Sort Order"
"Checkout Type","Checkout Type"
"Checkout account","Checkout account"
"Checkout agreement with specified ID ""%1"" not found.","Checkout agreement with specified ID ""%1"" not found."
"Checkout as a new customer","Checkout as a new customer"
"Checkout using your account","Checkout using your account"
"Checkout with PayPal","Checkout with PayPal"
"Child Transactions","Child Transactions"
"Child product does not have attribute value %1","Child product does not have attribute value %1"
"Child with specified sku: ""%1"" already assigned to product: ""%2""","Child with specified sku: ""%1"" already assigned to product: ""%2"""
"Choose Affected Attribute Set","Choose Affected Attribute Set"
"Choose Store View:","Choose Store View:"
"Choose a color","Choose a color"
"Choose a different Product","Choose a different Product"
"Choose a new product to delete and replace the current product configuration.","Choose a new product to delete and replace the current product configuration."
"Choose a secure bundled payment solution for your business.","Choose a secure bundled payment solution for your business."
"Choose a selection...","Choose a selection..."
"Choose an Option...","Choose an Option..."
"Choose existing Attribute Set","Choose existing Attribute Set"
"Choose existing category.","Choose existing category."
"Choose this option to delete and replace extension data for all past configurations.","Choose this option to delete and replace extension data for all past configurations."
"Choose whether a customer IP is shown in orders, invoices, shipments, and credit memos.","Choose whether a customer IP is shown in orders, invoices, shipments, and credit memos."
"Choose...","Choose..."
"Circular-reference in theme inheritance detected for ""%1""","Circular-reference in theme inheritance detected for ""%1"""
"City","City"
"City is required.","City is required."
"Class for type ""%1"" was not declared","Class for type ""%1"" was not declared"
"Class name and class type","Class name and class type"
"Cleanup Probability","Cleanup Probability"
"Cleanup Settings","Cleanup Settings"
"Clear","Clear"
"Clear All","Clear All"
"Clear Persistence on Sign Out","Clear Persistence on Sign Out"
"Clear Price","Clear Price"
"Clear Search","Clear Search"
"Clear Shopping Cart","Clear Shopping Cart"
"Click ""Save"" to apply the rates we found.","Click ""Save"" to apply the rates we found."
"Click <a href=""%1"">here</a> to continue shopping.","Click <a href=""%1"">here</a> to continue shopping."
"Click <a href=""%1"">here</a> to see the review.","Click <a href=""%1"">here</a> to see the review."
"Click for price","Click for price"
"Click here to go to <a href=""%1"">Tax Configuration</a> and change your settings.","Click here to go to <a href=""%1"">Tax Configuration</a> and change your settings."
"Click here to stop alerts for this product.","Click here to stop alerts for this product."
"Click on the link to <a href=""%1"">ignore this notification</a>","Click on the link to <a href=""%1"">ignore this notification</a>"
"Click to change shipping method","Click to change shipping method"
"Client side compilation doesn't work in production mode","Client side compilation doesn't work in production mode"
"Client side less compilation","Client side less compilation"
"Close","Close"
"Close Full Screen","Close Full Screen"
"Close Session","Close Session"
"Close Window","Close Window"
"Closed","Closed"
"Code","Code"
"Code (%1) is a reserved key and cannot be used as attribute code.","Code (%1) is a reserved key and cannot be used as attribute code."
"Code Format","Code Format"
"Code Length","Code Length"
"Code Prefix","Code Prefix"
"Code Quantity Limit","Code Quantity Limit"
"Code Suffix","Code Suffix"
"Collage Center","Collage Center"
"Collage Left","Collage Left"
"Collage Right","Collage Right"
"Collapse","Collapse"
"Collapse All","Collapse All"
"Collection data files","Collection data files"
"Collections Data","Collections Data"
"Collector Bank","Collector Bank"
"Collects data for a Sales Order Feed","Collects data for a Sales Order Feed"
"Collects data for a Sales Service Order Statuses Feed","Collects data for a Sales Service Order Statuses Feed"
"Collects data for a Stores Feed","Collects data for a Stores Feed"
"Color","Color"
"Column","Column"
"Column ""%1"" not found","Column ""%1"" not found"
"Column Group","Column Group"
"Comma separated product SKUs.","Comma separated product SKUs."
"Comma-separated","Comma-separated"
"Comma-separated list of synonyms. The terms entered (separated by commas) will be used as an “OR” search query to search your entire store. For example, if you enter “shoes,footwear”, and user were to search for ""shoes"", the search results will include any product or content with term “shoes"" or ""footwear.”","Comma-separated list of synonyms. The terms entered (separated by commas) will be used as an “OR” search query to search your entire store. For example, if you enter “shoes,footwear”, and user were to search for ""shoes"", the search results will include any product or content with term “shoes"" or ""footwear.”"
"Comma-separated.","Comma-separated."
"Command %1 does not exist.","Command %1 does not exist."
"Command %1"" was not found.""","Command %1"" was not found."""
"Command Executor for %1 is not defined.","Command Executor for %1 is not defined."
"Comment","Comment"
"Comment Text","Comment Text"
"Comment added","Comment added"
"Comment is missing","Comment is missing"
"Comment:","Comment:"
"Comment: %1<br/>","Comment: %1<br/>"
"Comment: %comment","Comment: %comment"
"Comments History","Comments History"
"Commerce Services Connector Setup","Commerce Services Connector Setup"
"Communications","Communications"
"Community Edition","Community Edition"
"Company","Company"
"Comparable","Comparable"
"Comparable on Storefront","Comparable on Storefront"
"Compare","Compare"
"Compare Products","Compare Products"
"Compared Product Images Only Template","Compared Product Images Only Template"
"Compared Product Names Only Template","Compared Product Names Only Template"
"Compared Products Grid Template","Compared Products Grid Template"
"Compared Products Images and Names Template","Compared Products Images and Names Template"
"Compared Products List Template","Compared Products List Template"
"Compatible File Extensions","Compatible File Extensions"
"Compatible file extensions to upload","Compatible file extensions to upload"
"Competitive processing fees","Competitive processing fees"
"Compilation configuration","Compilation configuration"
"Compilation from source: %1","Compilation from source: %1"
"Compiled Config","Compiled Config"
"Complaint","Complaint"
"Complete","Complete"
"Computation mode","Computation mode"
"Concurrent session information:","Concurrent session information:"
"Condition","Condition"
"Condition Name","Condition Name"
"Condition have to implement IsProductSalableForRequestedQtyInterface.","Condition have to implement IsProductSalableForRequestedQtyInterface."
"Condition have to implement IsProductSalableInterface.","Condition have to implement IsProductSalableInterface."
"Condition must implement %1","Condition must implement %1"
"Condition type ""%1"" is not allowed","Condition type ""%1"" is not allowed"
"Conditions","Conditions"
"Conditions (don't add conditions if rule is applied to all products)","Conditions (don't add conditions if rule is applied to all products)"
"Conditions Combination","Conditions Combination"
"Conditions combination","Conditions combination"
"Config form fieldset clone model required to be able to clone fields","Config form fieldset clone model required to be able to clone fields"
"Configurable Product Image","Configurable Product Image"
"Configurable products allow customers to choose options (Ex: shirt color).","Configurable products allow customers to choose options (Ex: shirt color)."
"Configurable products allow customers to choose options (Ex: shirt color). You need to create a simple product for each configuration (Ex: a product for each color).","Configurable products allow customers to choose options (Ex: shirt color). You need to create a simple product for each configuration (Ex: a product for each color)."
"Configuration","Configuration"
"Configuration must have specified attributes","Configuration must have specified attributes"
"Configuration not found","Configuration not found"
"Configurations","Configurations"
"Configurations cannot be created for a standard product with downloadable files. To create configurations, first remove all downloadable files.","Configurations cannot be created for a standard product with downloadable files. To create configurations, first remove all downloadable files."
"Configure","Configure"
"Configure Product","Configure Product"
"Configure and Add to Order","Configure and Add to Order"
"Confirm","Confirm"
"Confirm Item Removal","Confirm Item Removal"
"Confirm New Password","Confirm New Password"
"Confirm Password","Confirm Password"
"Confirm Your %store_name Order Cancellation","Confirm Your %store_name Order Cancellation"
"Confirm Your Account","Confirm Your Account"
"Confirmation Email Sender","Confirmation Email Sender"
"Confirmation Email Template","Confirmation Email Template"
"Confirmation Link Email","Confirmation Link Email"
"Confirmation Not Required","Confirmation Not Required"
"Confirmation Required","Confirmation Required"
"Confirmed","Confirmed"
"Confirmed email","Confirmed email"
"Confirmed email:","Confirmed email:"
"Connect Manager","Connect Manager"
"Connect your merchant account with a PCI-compliant gateway that lets customers pay without leaving your site. (<u>Includes Express Checkout</u>)","Connect your merchant account with a PCI-compliant gateway that lets customers pay without leaving your site. (<u>Includes Express Checkout</u>)"
"Connect your merchant account with a fully customizable gateway that lets customers pay without leaving your site. (<u>Includes Express Checkout</u>)","Connect your merchant account with a fully customizable gateway that lets customers pay without leaving your site. (<u>Includes Express Checkout</u>)"
"Connection Timeout in Seconds","Connection Timeout in Seconds"
"Connection failed! Test again?","Connection failed! Test again?"
"Consumer Electronics","Consumer Electronics"
"Consumer Key","Consumer Key"
"Consumer Secret","Consumer Secret"
"Consumer Settings","Consumer Settings"
"Consumer is not authorized to access %resources","Consumer is not authorized to access %resources"
"Consumer key has expired","Consumer key has expired"
"Consumer key is not the correct length","Consumer key is not the correct length"
"Consumer with ID '%1' does not exist.","Consumer with ID '%1' does not exist."
"Contact Form","Contact Form"
"Contact Info","Contact Info"
"Contact Information","Contact Information"
"Contact Information: Contact Page URL should be in correct format and must start with HTTPS.","Contact Information: Contact Page URL should be in correct format and must start with HTTPS."
"Contact Information: Email validation failed. Please enter in correct format.","Contact Information: Email validation failed. Please enter in correct format."
"Contact Name","Contact Name"
"Contact Page","Contact Page"
"Contact Us","Contact Us"
"Contact a system administrator or store owner to gain permissions.","Contact a system administrator or store owner to gain permissions."
"Contacts","Contacts"
"Contacts Section","Contacts Section"
"Contain","Contain"
"Contained","Contained"
"Container","Container"
"Content","Content"
"Content Heading","Content Heading"
"Content Height","Content Height"
"Content Height (css)","Content Height (css)"
"Content Management","Content Management"
"Content of uploaded file was changed, please re-upload the file","Content of uploaded file was changed, please re-upload the file"
"Content type can not be migrated with out parent.","Content type can not be migrated with out parent."
"Contents","Contents"
"Contents of %s could not be loaded or is empty","Contents of %s could not be loaded or is empty"
"Contents of a Static Block","Contents of a Static Block"
"Continue","Continue"
"Continue Shopping","Continue Shopping"
"Continue to Billing Information","Continue to Billing Information"
"Continue to PayPal","Continue to PayPal"
"Conversion ID","Conversion ID"
"Conversion Label","Conversion Label"
"Convert to Plain Text","Convert to Plain Text"
"Cookie Domain","Cookie Domain"
"Cookie Lifetime","Cookie Lifetime"
"Cookie Path","Cookie Path"
"Cookie Restriction Mode","Cookie Restriction Mode"
"Cookies are disabled in your browser.","Cookies are disabled in your browser."
"Coordinates","Coordinates"
"Copy","Copy"
"Copy Data from","Copy Data from"
"Copy of %1","Copy of %1"
"Copyright","Copyright"
"Copyright &copy; %1 Magento Commerce Inc. All rights reserved.","Copyright &copy; %1 Magento Commerce Inc. All rights reserved."
"Copyright © 2013-present Magento, Inc. All rights reserved.","Copyright © 2013-present Magento, Inc. All rights reserved."
"Could not add gift message to order's item: ""%1""","Could not add gift message to order's item: ""%1"""
"Could not add gift message to order: ""%1""","Could not add gift message to order: ""%1"""
"Could not add gift message to shopping cart","Could not add gift message to shopping cart"
"Could not append Reservation","Could not append Reservation"
"Could not apply coupon code","Could not apply coupon code"
"Could not assign product ""%1"" to websites ""%2""","Could not assign product ""%1"" to websites ""%2"""
"Could not cancel creditmemo","Could not cancel creditmemo"
"Could not create a directory.","Could not create a directory."
"Could not create products collection.","Could not create products collection."
"Could not delete Prices","Could not delete Prices"
"Could not delete Source Items","Could not delete Source Items"
"Could not delete SourceItems Configuration.","Could not delete SourceItems Configuration."
"Could not delete Stock","Could not delete Stock"
"Could not delete StockSourceLinks","Could not delete StockSourceLinks"
"Could not delete Tier Prices","Could not delete Tier Prices"
"Could not delete coupon code","Could not delete coupon code"
"Could not delete credit memo","Could not delete credit memo"
"Could not delete order address","Could not delete order address"
"Could not delete shipment","Could not delete shipment"
"Could not delete the Template: %1","Could not delete the Template: %1"
"Could not delete the page: %1","Could not delete the page: %1"
"Could not get extension attributes","Could not get extension attributes"
"Could not get preview image information. Please check your connection and try again.","Could not get preview image information. Please check your connection and try again."
"Could not load Sales Channels for Stock","Could not load Sales Channels for Stock"
"Could not load Source Item Configuration.","Could not load Source Item Configuration."
"Could not load Sources for Stock","Could not load Sources for Stock"
"Could not move category","Could not move category"
"Could not ping search engine: %1","Could not ping search engine: %1"
"Could not rebuild index for empty products array","Could not rebuild index for empty products array"
"Could not receive Stock Item data","Could not receive Stock Item data"
"Could not remove item from quote","Could not remove item from quote"
"Could not replace Sales Channels for Stock","Could not replace Sales Channels for Stock"
"Could not replace Tier Prices","Could not replace Tier Prices"
"Could not save","Could not save"
"Could not save Prices.","Could not save Prices."
"Could not save Source","Could not save Source"
"Could not save Source Item","Could not save Source Item"
"Could not save Source Item Configuration","Could not save Source Item Configuration"
"Could not save Source.","Could not save Source."
"Could not save Stock","Could not save Stock"
"Could not save Stock.","Could not save Stock."
"Could not save StockSourceLinks","Could not save StockSourceLinks"
"Could not save Tier Prices","Could not save Tier Prices"
"Could not save a Creditmemo, see error log for details","Could not save a Creditmemo, see error log for details"
"Could not save a shipment, see error log for details","Could not save a shipment, see error log for details"
"Could not save an invoice, see error log for details","Could not save an invoice, see error log for details"
"Could not save category: %1","Could not save category: %1"
"Could not save child: ""%1""","Could not save child: ""%1"""
"Could not save credit memo","Could not save credit memo"
"Could not save option","Could not save option"
"Could not save order address","Could not save order address"
"Could not save product ""%1"" with position %2 to category %3","Could not save product ""%1"" with position %2 to category %3"
